################################################################################ 
# 
# Generated by: SpyGlass Physical 
# Generated on: Thu Sep 10 04:33:35 2015 
# Hostname    : localhost.localdomain 
# Version     : 5.5.0.2 
# Module Name : openMSP430 
# Command     : report physical.wirelength -total -detail -rpt WLnets.out 
# 
################################################################################ 
Steiner Estimate 
--------------------------------------------------------------------- 
                                                NET  NUM_PINS  LENGTH 
            execution_unit_0/register_file_0/r7[14]         3    2.74 
        execution_unit_0/register_file_0/rtlc_N8882         2    2.74 
        execution_unit_0/register_file_0/rtlc_N8855         2    2.74 
                        execution_unit_0/rtlc_N2863         2    2.73 
                              frontend_0/rtlc_N4864         2    2.73 
        execution_unit_0/register_file_0/rtlc_N9303         2    2.73 
        execution_unit_0/register_file_0/rtlc_N9165         2    2.73 
        execution_unit_0/register_file_0/rtlc_N9319         2    2.73 
        execution_unit_0/register_file_0/rtlc_N7988         2    2.71 
        execution_unit_0/register_file_0/rtlc_N9461         2    2.71 
                              frontend_0/rtlc_N4513         2    2.71 
                            multiplier_0/rtlc_N2267         3    2.70 
         execution_unit_0/register_file_0/rtlc_N846        17    2.70 
         execution_unit_0/register_file_0/rtlc_N502        17    2.70 
        execution_unit_0/register_file_0/rtlc_N8897         2    2.70 
        execution_unit_0/register_file_0/rtlc_N9345         2    2.70 
                   clock_module_0/sync_cell_puc/VCC         2    2.70 
                  execution_unit_0/alu_0/rtlc_N2299         2    2.69 
             execution_unit_0/register_file_0/r1[7]         3    2.69 
        execution_unit_0/register_file_0/rtlc_N9111         2    2.69 
                           clock_module_0/rtlc_N548         3    2.69 
        execution_unit_0/register_file_0/rtlc_N2378         2    2.69 
                                   dbg_0/rtlc_N2742         3    2.69 
                            multiplier_0/rtlc_N2407         2    2.68 
                          mem_backbone_0/rtlc_N2691         2    2.68 
                                  dbg_0/mem_data[7]         3    2.67 
        execution_unit_0/register_file_0/rtlc_N6038         2    2.67 
        execution_unit_0/register_file_0/rtlc_N7416         2    2.67 
                            multiplier_0/rtlc_N2424         2    2.67 
                          mem_backbone_0/rtlc_N2395         2    2.67 
                              frontend_0/rtlc_N4660         2    2.66 
                          mem_backbone_0/rtlc_N2566         3    2.66 
        execution_unit_0/register_file_0/rtlc_N8751         2    2.66 
        execution_unit_0/register_file_0/rtlc_N5483         2    2.66 
        execution_unit_0/register_file_0/rtlc_N5733         2    2.66 
                  execution_unit_0/alu_0/rtlc_N2491         3    2.65 
        execution_unit_0/register_file_0/rtlc_N8713         2    2.65 
                execution_unit_0/alu_0/rtlc_N209[1]         2    2.65 
        execution_unit_0/register_file_0/rtlc_N8853         2    2.65 
                                       dbg_0/dbg_rd         3    2.65 
                                  dbg_0/inc_step[0]         2    2.64 
        execution_unit_0/register_file_0/rtlc_N6402         2    2.64 
                  execution_unit_0/alu_0/rtlc_N2528         2    2.64 
                        execution_unit_0/rtlc_N2739         3    2.63 
                                   dbg_0/rtlc_N2864         2    2.63 
        execution_unit_0/register_file_0/rtlc_N6870         2    2.62 
                              frontend_0/rtlc_N4813         2    2.62 
        execution_unit_0/register_file_0/rtlc_N6415         2    2.62 
        execution_unit_0/register_file_0/rtlc_N7884         2    2.62 
        execution_unit_0/register_file_0/rtlc_N7221         2    2.62 
        execution_unit_0/register_file_0/rtlc_N6376         2    2.62 
        execution_unit_0/register_file_0/rtlc_N7923         2    2.62 
        execution_unit_0/register_file_0/rtlc_N8079         2    2.62 
                        dbg_0/dbg_uart_0/rtlc_N1725         2    2.62 
                        dbg_0/dbg_uart_0/rtlc_N1871         2    2.62 
                              frontend_0/rtlc_N4572         3    2.61 
                  execution_unit_0/alu_0/rtlc_N2474         3    2.61 
                  execution_unit_0/alu_0/rtlc_N2329         3    2.61 
                           clock_module_0/rtlc_N474         2    2.61 
                            multiplier_0/rtlc_N2398         2    2.61 
                              frontend_0/rtlc_N4280         2    2.61 
                        execution_unit_0/rtlc_N2972         2    2.60 
                  execution_unit_0/alu_0/rtlc_N2219         5    2.60 
                            multiplier_0/rtlc_N1677         2    2.60 
        execution_unit_0/register_file_0/rtlc_N9495         2    2.60 
                        execution_unit_0/rtlc_N2875         2    2.59 
        execution_unit_0/register_file_0/rtlc_N8956         2    2.59 
                              frontend_0/rtlc_N4712         2    2.59 
        execution_unit_0/register_file_0/rtlc_N9240         2    2.58 
        execution_unit_0/register_file_0/rtlc_N7611         2    2.58 
                                   dbg_0/rtlc_N2959         2    2.58 
                       dbg_0/dbg_uart_0/xfer_buf[0]         2    2.58 
                            multiplier_0/rtlc_N2548         3    2.57 
             execution_unit_0/register_file_0/r6[3]         3    2.57 
                           clock_module_0/rtlc_N511         2    2.57 
                  execution_unit_0/alu_0/rtlc_N2295         2    2.57 
                           clock_module_0/rtlc_N578         2    2.57 
                        execution_unit_0/rtlc_N3044         2    2.56 
                    execution_unit_0/alu_stat_wr[0]         6    2.56 
        execution_unit_0/register_file_0/rtlc_N9179         2    2.56 
        execution_unit_0/register_file_0/rtlc_N9215         2    2.56 
                           frontend_0/rtlc_N395[12]         2    2.56 
                           frontend_0/rtlc_N395[13]         2    2.56 
                           frontend_0/rtlc_N395[15]         2    2.56 
                                   dbg_0/rtlc_N2799         2    2.56 
                  execution_unit_0/alu_0/rtlc_N2485         2    2.55 
        execution_unit_0/register_file_0/rtlc_N8980         2    2.55 
                              frontend_0/rtlc_N4668         2    2.55 
                          mem_backbone_0/rtlc_N2700         2    2.54 
                                multiplier_0/op2[2]         3    2.54 
                                multiplier_0/op2[6]         3    2.54 
                                   dbg_0/rtlc_N2781         2    2.53 
                                   dbg_0/rtlc_N2732         2    2.53 
           execution_unit_0/register_file_0/r10[10]         3    2.53 
                          mem_backbone_0/rtlc_N2518         3    2.53 
                          mem_backbone_0/rtlc_N2408         3    2.52 
                  execution_unit_0/alu_0/rtlc_N2450         3    2.52 
                              frontend_0/rtlc_N3735         2    2.52 
                          mem_backbone_0/rtlc_N2443         4    2.52 
                  execution_unit_0/alu_0/rtlc_N2570         2    2.52 
                        dbg_0/dbg_uart_0/rtlc_N1968         3    2.51 
        execution_unit_0/register_file_0/rtlc_N9353         2    2.51 
                        execution_unit_0/rtlc_N3028         2    2.51 
                          mem_backbone_0/rtlc_N2644         2    2.51 
        execution_unit_0/register_file_0/rtlc_N8988         2    2.50 
                           frontend_0/rtlc_N1251[2]         2    2.50 
        execution_unit_0/register_file_0/rtlc_N8872         2    2.49 
                                   dbg_0/rtlc_N2894         2    2.49 
                                   dbg_0/rtlc_N3133         2    2.49 
                            multiplier_0/rtlc_N2293         3    2.49 
        execution_unit_0/register_file_0/rtlc_N6649         2    2.49 
        execution_unit_0/register_file_0/rtlc_N8001         2    2.49 
                  execution_unit_0/alu_0/rtlc_N2389         2    2.49 
        execution_unit_0/register_file_0/rtlc_N6194         2    2.49 
        execution_unit_0/register_file_0/rtlc_N6974         2    2.49 
        execution_unit_0/register_file_0/rtlc_N6896         2    2.49 
                          mem_backbone_0/rtlc_N2420         2    2.49 
                                   dbg_0/rtlc_N2981         2    2.49 
        execution_unit_0/register_file_0/rtlc_N9121         2    2.48 
                                   dbg_0/rtlc_N3098         2    2.47 
        execution_unit_0/register_file_0/rtlc_N8904         2    2.46 
                            multiplier_0/rtlc_N1707         2    2.46 
                     mem_backbone_0/per_dout_val[0]         3    2.46 
                  execution_unit_0/alu_0/rtlc_N2263         2    2.45 
                              frontend_0/rtlc_N4493         2    2.45 
                      dbg_0/dbg_uart_0/xfer_buf[10]         2    2.45 
                          mem_backbone_0/rtlc_N2508         3    2.44 
                  execution_unit_0/alu_0/rtlc_N2505         2    2.44 
                                  dbg_0/mem_data[6]         3    2.44 
                        dbg_0/dbg_uart_0/rtlc_N1936         2    2.44 
                           clock_module_0/rtlc_N574         3    2.44 
        execution_unit_0/register_file_0/rtlc_N9073         2    2.44 
                              frontend_0/rtlc_N4552         3    2.43 
         execution_unit_0/register_file_0/rtlc_N932        17    2.43 
        execution_unit_0/register_file_0/rtlc_N8836         2    2.43 
        execution_unit_0/register_file_0/rtlc_N5658         2    2.43 
                              frontend_0/rtlc_N4792         2    2.42 
                        dbg_0/dbg_uart_0/rtlc_N2051         2    2.42 
                        execution_unit_0/rtlc_N2694         3    2.42 
                                   dbg_0/rtlc_N3128         2    2.42 
                  execution_unit_0/alu_0/rtlc_N2658         2    2.42 
        execution_unit_0/register_file_0/rtlc_N7026         2    2.41 
                execution_unit_0/alu_0/rtlc_N306[0]         2    2.41 
                                   dbg_0/rtlc_N2422         2    2.41 
                        dbg_0/dbg_uart_0/rtlc_N2121         2    2.40 
                        execution_unit_0/rtlc_N2997         2    2.40 
                        execution_unit_0/rtlc_N2666         2    2.40 
                                    sfr_0/rtlc_N402         2    2.40 
                                   per_dout_sfr[15]         2    2.40 
        execution_unit_0/register_file_0/rtlc_N7390         2    2.40 
                        dbg_0/dbg_uart_0/rtlc_N1780         2    2.40 
                          frontend_0/rtlc_N1255[11]         2    2.40 
                          frontend_0/rtlc_N1255[13]         2    2.40 
                              frontend_0/rtlc_N3962         2    2.40 
                            multiplier_0/rtlc_N2557         3    2.39 
                          mem_backbone_0/rtlc_N2613         2    2.39 
                            multiplier_0/rtlc_N2351         2    2.39 
                        dbg_0/dbg_uart_0/rtlc_N1148         2    2.39 
        execution_unit_0/register_file_0/rtlc_N8838         2    2.39 
                                          rtlc_N384         2    2.39 
                                   dbg_0/rtlc_N1856         2    2.39 
        execution_unit_0/register_file_0/rtlc_N9036         2    2.38 
                            multiplier_0/rtlc_N2275         4    2.38 
                        execution_unit_0/rtlc_N2884         2    2.38 
        execution_unit_0/register_file_0/rtlc_N6610         2    2.37 
                        dbg_0/dbg_uart_0/rtlc_N1741         2    2.37 
                        execution_unit_0/rtlc_N2619         2    2.37 
             execution_unit_0/register_file_0/r8[0]         3    2.37 
                         dbg_0/dbg_uart_0/rtlc_N991         2    2.37 
                              frontend_0/rtlc_N4332         2    2.37 
                              frontend_0/rtlc_N4762         3    2.36 
        execution_unit_0/register_file_0/rtlc_N9273         2    2.36 
                                   dbg_0/rtlc_N2275         2    2.36 
        execution_unit_0/register_file_0/rtlc_N8144         2    2.36 
        execution_unit_0/register_file_0/rtlc_N8935         2    2.36 
                              frontend_0/rtlc_N4778         2    2.35 
                                   dbg_0/rtlc_N2886         2    2.35 
                  execution_unit_0/alu_0/rtlc_N2393         2    2.34 
        execution_unit_0/register_file_0/rtlc_N8829         2    2.34 
        execution_unit_0/register_file_0/rtlc_N9732         2    2.34 
                            multiplier_0/rtlc_N2349         2    2.34 
                        dbg_0/dbg_uart_0/rtlc_N1960         3    2.33 
        execution_unit_0/register_file_0/rtlc_N9119         2    2.33 
                           frontend_0/rtlc_N219[15]         2    2.33 
                          mem_backbone_0/rtlc_N2541         3    2.33 
                            frontend_0/rtlc_N564[6]         2    2.33 
                            multiplier_0/rtlc_N1398         2    2.33 
                        execution_unit_0/rtlc_N2934         2    2.33 
                  execution_unit_0/alu_0/rtlc_N2470         2    2.33 
                                   dbg_0/rtlc_N2777         2    2.32 
        execution_unit_0/register_file_0/rtlc_N8937         2    2.32 
                              frontend_0/rtlc_N4316         2    2.32 
                          mem_backbone_0/rtlc_N2516         3    2.31 
        execution_unit_0/register_file_0/rtlc_N6077         2    2.31 
        execution_unit_0/register_file_0/rtlc_N6012         2    2.31 
        execution_unit_0/register_file_0/rtlc_N6259         2    2.31 
        execution_unit_0/register_file_0/rtlc_N6532         2    2.31 
        execution_unit_0/register_file_0/rtlc_N6298         2    2.31 
                          mem_backbone_0/rtlc_N2393         3    2.30 
                          mem_backbone_0/rtlc_N2506         3    2.30 
                          mem_backbone_0/rtlc_N2556         3    2.30 
                        execution_unit_0/rtlc_N2690         3    2.30 
                        dbg_0/dbg_uart_0/rtlc_N1608         2    2.29 
        execution_unit_0/register_file_0/rtlc_N8823         2    2.28 
                            multiplier_0/rtlc_N1524         2    2.28 
                  execution_unit_0/alu_0/rtlc_N2487         3    2.28 
                                   dbg_0/rtlc_N3001         2    2.28 
                              frontend_0/rtlc_N4776         3    2.27 
                       dbg_0/dbg_uart_0/xfer_buf[6]         3    2.27 
        execution_unit_0/register_file_0/rtlc_N8859         2    2.27 
        execution_unit_0/register_file_0/rtlc_N6753         2    2.27 
                           frontend_0/rtlc_N1251[5]         2    2.26 
                        dbg_0/dbg_uart_0/rtlc_N1920         2    2.26 
        execution_unit_0/register_file_0/rtlc_N9184         3    2.26 
                        dbg_0/dbg_uart_0/rtlc_N1911         3    2.26 
                        dbg_0/dbg_uart_0/rtlc_N2083         2    2.26 
                          mem_backbone_0/rtlc_N2711         2    2.26 
                        dbg_0/dbg_uart_0/uart_rxd_n         2    2.26 
                                   dbg_0/rtlc_N2856         3    2.25 
                          mem_backbone_0/rtlc_N2304         3    2.25 
                              frontend_0/rtlc_N4282         2    2.24 
            execution_unit_0/register_file_0/r1[14]         3    2.24 
                                    sfr_0/rtlc_N384         2    2.24 
                          mem_backbone_0/rtlc_N2536         3    2.24 
                        dbg_0/dbg_uart_0/rtlc_N1510         2    2.24 
                        execution_unit_0/rtlc_N2852         2    2.24 
        execution_unit_0/register_file_0/rtlc_N8813         2    2.24 
                    execution_unit_0/mdb_in_buf[11]         2    2.23 
                    execution_unit_0/mdb_in_buf[15]         2    2.23 
        execution_unit_0/register_file_0/rtlc_N8834         2    2.23 
                                   dbg_0/rtlc_N1547         2    2.23 
                           clock_module_0/rtlc_N507         3    2.23 
                                   dbg_0/rtlc_N2539         2    2.23 
        execution_unit_0/register_file_0/rtlc_N9158         2    2.23 
                                       inst_sext[4]         3    2.22 
                                   dbg_0/rtlc_N2262         2    2.22 
                    execution_unit_0/mdb_out_nxt[7]         3    2.22 
        execution_unit_0/register_file_0/rtlc_N6727         2    2.22 
        execution_unit_0/register_file_0/rtlc_N7845         2    2.22 
        execution_unit_0/register_file_0/rtlc_N8651         2    2.22 
        execution_unit_0/register_file_0/rtlc_N8560         2    2.22 
        execution_unit_0/register_file_0/rtlc_N8053         2    2.22 
        execution_unit_0/register_file_0/rtlc_N7754         2    2.22 
        execution_unit_0/register_file_0/rtlc_N7260         2    2.22 
        execution_unit_0/register_file_0/rtlc_N7000         2    2.22 
        execution_unit_0/register_file_0/rtlc_N9343         2    2.22 
                        dbg_0/dbg_uart_0/rtlc_N2116         2    2.21 
                           frontend_0/rtlc_N1257[4]         2    2.21 
                        execution_unit_0/rtlc_N2700         2    2.21 
                           clock_module_0/rtlc_N576         2    2.21 
                  execution_unit_0/alu_0/rtlc_N2704         2    2.21 
                                   dbg_0/rtlc_N2907         2    2.20 
                         frontend_0/inst_alu_nxt[0]         2    2.19 
                            multiplier_0/rtlc_N1647         2    2.19 
                              frontend_0/rtlc_N4566         3    2.19 
                                   dbg_0/rtlc_N2877         2    2.19 
                                      inst_dext[12]         2    2.19 
        execution_unit_0/register_file_0/rtlc_N8874         2    2.18 
                  execution_unit_0/alu_0/rtlc_N2231         4    2.18 
                          mem_backbone_0/rtlc_N2489         2    2.18 
                              frontend_0/rtlc_N4640         3    2.18 
                  execution_unit_0/alu_0/rtlc_N2660         2    2.18 
        execution_unit_0/register_file_0/rtlc_N8918         2    2.18 
        execution_unit_0/register_file_0/rtlc_N8725         2    2.17 
        execution_unit_0/register_file_0/rtlc_N9298         2    2.17 
                          mem_backbone_0/rtlc_N2619         2    2.17 
                        execution_unit_0/rtlc_N3023         2    2.17 
        execution_unit_0/register_file_0/rtlc_N8863         2    2.17 
                        execution_unit_0/rtlc_N2759         3    2.16 
                          mem_backbone_0/rtlc_N2445         3    2.16 
                              frontend_0/rtlc_N4603         2    2.16 
                  execution_unit_0/alu_0/rtlc_N2558         3    2.16 
                          frontend_0/e_state_nxt[1]         2    2.16 
        execution_unit_0/register_file_0/rtlc_N8753         2    2.16 
                        dbg_0/dbg_uart_0/rtlc_N1869         2    2.15 
                                         inst_ad[1]         2    2.15 
        execution_unit_0/register_file_0/rtlc_N9038         2    2.15 
        execution_unit_0/register_file_0/rtlc_N9374         2    2.15 
                        dbg_0/dbg_uart_0/rtlc_N2031         3    2.15 
        execution_unit_0/register_file_0/rtlc_N9322         2    2.15 
                              frontend_0/rtlc_N4736         3    2.14 
        execution_unit_0/register_file_0/rtlc_N6766         2    2.14 
                        execution_unit_0/rtlc_N2450         2    2.14 
        execution_unit_0/register_file_0/rtlc_N7117         2    2.14 
        execution_unit_0/register_file_0/rtlc_N8842         2    2.14 
                                   dbg_0/rtlc_N2409         2    2.14 
        execution_unit_0/register_file_0/rtlc_N8899         2    2.14 
        execution_unit_0/register_file_0/rtlc_N9177         2    2.13 
        execution_unit_0/register_file_0/rtlc_N6883         2    2.13 
        execution_unit_0/register_file_0/rtlc_N7208         2    2.13 
                        execution_unit_0/rtlc_N2901         2    2.12 
                        dbg_0/dbg_uart_0/rtlc_N1161         2    2.12 
                                   dbg_0/rtlc_N3040         2    2.12 
        execution_unit_0/register_file_0/rtlc_N8791         2    2.12 
                              frontend_0/inst_sz[0]         2    2.11 
                  execution_unit_0/alu_0/rtlc_N2289         2    2.10 
                           clock_module_0/rtlc_N513         2    2.10 
        execution_unit_0/register_file_0/rtlc_N9015         2    2.10 
        execution_unit_0/register_file_0/rtlc_N6493         2    2.10 
        execution_unit_0/register_file_0/rtlc_N6064         2    2.10 
                                   dbg_0/rtlc_N2892         2    2.10 
                                   dbg_0/rtlc_N2301         2    2.09 
                                    sfr_0/rtlc_N420         2    2.09 
        execution_unit_0/register_file_0/rtlc_N7598         2    2.09 
        execution_unit_0/register_file_0/rtlc_N6831         2    2.09 
        execution_unit_0/register_file_0/rtlc_N7533         2    2.09 
        execution_unit_0/register_file_0/rtlc_N7481         2    2.09 
        execution_unit_0/register_file_0/rtlc_N9267         2    2.08 
                        execution_unit_0/rtlc_N2870         2    2.08 
                        dbg_0/dbg_uart_0/rtlc_N1949         3    2.08 
                        execution_unit_0/rtlc_N3000         2    2.08 
                          mem_backbone_0/rtlc_N2430         2    2.08 
                              frontend_0/rtlc_N4815         2    2.07 
        execution_unit_0/register_file_0/rtlc_N8732         2    2.07 
        execution_unit_0/register_file_0/rtlc_N9378         2    2.07 
                              frontend_0/rtlc_N4107         2    2.07 
        execution_unit_0/register_file_0/rtlc_N9317         2    2.06 
                        execution_unit_0/rtlc_N2891         2    2.06 
        execution_unit_0/register_file_0/rtlc_N9324         2    2.06 
                     execution_unit_0/mdb_in_buf[5]         2    2.06 
                            multiplier_0/rtlc_N2299         3    2.05 
                  execution_unit_0/alu_0/rtlc_N2594         3    2.05 
        execution_unit_0/register_file_0/rtlc_N8891         2    2.04 
            execution_unit_0/register_file_0/r7[11]         3    2.04 
                          mem_backbone_0/rtlc_N2598         2    2.04 
                  mem_backbone_0/pmem_dout_bckup[6]         2    2.04 
                              frontend_0/rtlc_N4822         2    2.04 
                        execution_unit_0/rtlc_N2944         2    2.03 
                                   dbg_0/rtlc_N3070         2    2.03 
                            multiplier_0/rtlc_N2344         2    2.03 
                                   dbg_0/rtlc_N2740         2    2.03 
                            multiplier_0/rtlc_N2412         2    2.03 
        execution_unit_0/register_file_0/rtlc_N8779         2    2.03 
        execution_unit_0/register_file_0/rtlc_N9380         2    2.02 
        execution_unit_0/register_file_0/rtlc_N9090         2    2.02 
                        execution_unit_0/rtlc_N2757         2    2.01 
                         dbg_0/dbg_uart_0/rtlc_N996         2    2.01 
        execution_unit_0/register_file_0/rtlc_N8747         2    2.01 
        execution_unit_0/register_file_0/rtlc_N8755         2    2.01 
                   execution_unit_0/mdb_out_nxt[15]         2    2.01 
                                    sfr_0/rtlc_N310         2    2.01 
        execution_unit_0/register_file_0/rtlc_N8880         2    2.00 
                  execution_unit_0/alu_0/rtlc_N2642         2    1.99 
        execution_unit_0/register_file_0/rtlc_N8942         2    1.99 
                          mem_backbone_0/rtlc_N2447         3    1.99 
                                  dbg_0/dbg_dout[5]         2    1.98 
        execution_unit_0/register_file_0/rtlc_N9129         2    1.98 
                        execution_unit_0/rtlc_N2835         2    1.98 
                          clock_module_0/lfxt_clk_s         3    1.98 
                                   dbg_0/rtlc_N2879         2    1.98 
                          mem_backbone_0/rtlc_N2622         2    1.97 
                              frontend_0/rtlc_N4724         2    1.96 
                        execution_unit_0/rtlc_N2889         2    1.96 
                           frontend_0/rtlc_N1251[3]         2    1.96 
                                          rtlc_N366         2    1.96 
        execution_unit_0/register_file_0/rtlc_N9244         2    1.96 
        execution_unit_0/register_file_0/rtlc_N7910         2    1.95 
        execution_unit_0/register_file_0/rtlc_N7806         2    1.95 
        execution_unit_0/register_file_0/rtlc_N7468         2    1.95 
                        execution_unit_0/rtlc_N2727         2    1.95 
        execution_unit_0/register_file_0/rtlc_N9290         2    1.94 
                  execution_unit_0/alu_0/rtlc_N2382         3    1.94 
                              frontend_0/rtlc_N4302         3    1.94 
                            sfr_0/sync_cell_nmi/VCC         2    1.93 
                          mem_backbone_0/rtlc_N2684         2    1.93 
        execution_unit_0/register_file_0/rtlc_N8728         2    1.93 
        execution_unit_0/register_file_0/rtlc_N8721         2    1.92 
                  execution_unit_0/alu_0/rtlc_N2395         2    1.92 
                  execution_unit_0/alu_0/rtlc_N2367         2    1.92 
                  execution_unit_0/alu_0/rtlc_N2361         2    1.91 
                          mem_backbone_0/rtlc_N2568         3    1.91 
        execution_unit_0/register_file_0/rtlc_N9366         2    1.90 
                        execution_unit_0/rtlc_N2725         2    1.90 
                  execution_unit_0/alu_0/rtlc_N2215         2    1.89 
                              multiplier_0/rtlc_N53        17    1.89 
                           clock_module_0/rtlc_N537         4    1.89 
                            multiplier_0/rtlc_N2391         2    1.89 
        execution_unit_0/register_file_0/rtlc_N8711         2    1.89 
        execution_unit_0/register_file_0/rtlc_N8920         2    1.89 
                            multiplier_0/rtlc_N2324         2    1.89 
        execution_unit_0/register_file_0/rtlc_N8984         2    1.89 
        execution_unit_0/register_file_0/rtlc_N9606         2    1.89 
                                   per_dout_mpy[14]         2    1.89 
        execution_unit_0/register_file_0/rtlc_N9231         2    1.88 
                           frontend_0/rtlc_N1257[6]         2    1.88 
                  execution_unit_0/alu_0/rtlc_N2698         2    1.87 
                           clock_module_0/rtlc_N519         3    1.87 
        execution_unit_0/register_file_0/rtlc_N9190         2    1.87 
        execution_unit_0/register_file_0/rtlc_N7195         2    1.86 
                          mem_backbone_0/rtlc_N2616         2    1.86 
        execution_unit_0/register_file_0/rtlc_N8404         2    1.86 
        execution_unit_0/register_file_0/rtlc_N7156         2    1.86 
                                   dbg_0/rtlc_N2122         2    1.86 
                               watchdog_0/rtlc_N447         2    1.85 
                              frontend_0/rtlc_N4638         3    1.85 
                         execution_unit_0/status[1]         2    1.85 
        execution_unit_0/register_file_0/rtlc_N9075         2    1.85 
        execution_unit_0/register_file_0/rtlc_N8857         2    1.85 
        execution_unit_0/register_file_0/rtlc_N8817         2    1.85 
        execution_unit_0/register_file_0/rtlc_N8740         2    1.85 
        execution_unit_0/register_file_0/rtlc_N8749         2    1.85 
        execution_unit_0/register_file_0/rtlc_N8800         2    1.85 
        execution_unit_0/register_file_0/rtlc_N9250         2    1.84 
        execution_unit_0/register_file_0/rtlc_N8785         2    1.84 
                           clock_module_0/rtlc_N572         3    1.84 
                        execution_unit_0/rtlc_N2937         2    1.84 
                        dbg_0/dbg_uart_0/rtlc_N1483         2    1.84 
                            multiplier_0/rtlc_N1473         2    1.83 
        execution_unit_0/register_file_0/rtlc_N6129         2    1.83 
        execution_unit_0/register_file_0/rtlc_N6636         2    1.83 
                              frontend_0/rtlc_N3710         2    1.83 
        execution_unit_0/register_file_0/rtlc_N8819         2    1.83 
        execution_unit_0/register_file_0/rtlc_N9059         2    1.82 
        execution_unit_0/register_file_0/rtlc_N7234         2    1.82 
                        execution_unit_0/rtlc_N2832         2    1.82 
        execution_unit_0/register_file_0/rtlc_N6220         2    1.82 
        execution_unit_0/register_file_0/rtlc_N7767         2    1.82 
        execution_unit_0/register_file_0/rtlc_N6779         2    1.82 
                                   dbg_mem_addr[15]         3    1.81 
        execution_unit_0/register_file_0/rtlc_N5833         2    1.81 
        execution_unit_0/register_file_0/rtlc_N9148         2    1.81 
                                   dbg_0/rtlc_N3093         2    1.80 
        execution_unit_0/register_file_0/rtlc_N5608         2    1.80 
         execution_unit_0/register_file_0/rtlc_N760        17    1.80 
         execution_unit_0/register_file_0/rtlc_N674        17    1.80 
        execution_unit_0/register_file_0/rtlc_N8861         2    1.80 
        execution_unit_0/register_file_0/rtlc_N8783         2    1.80 
        execution_unit_0/register_file_0/rtlc_N9627         2    1.80 
        execution_unit_0/register_file_0/rtlc_N9013         2    1.79 
                  execution_unit_0/alu_0/rtlc_N2589         2    1.79 
                            multiplier_0/rtlc_N2358         2    1.78 
                  execution_unit_0/alu_0/rtlc_N2462         2    1.78 
                     execution_unit_0/mdb_in_buf[6]         2    1.78 
                            multiplier_0/rtlc_N2335         2    1.78 
                            multiplier_0/rtlc_N2386         2    1.78 
                        execution_unit_0/rtlc_N2962         2    1.78 
        execution_unit_0/register_file_0/rtlc_N9069         2    1.78 
                  execution_unit_0/alu_0/rtlc_N2543         2    1.77 
                        dbg_0/dbg_uart_0/rtlc_N1944         2    1.76 
                              frontend_0/rtlc_N4510         2    1.76 
                              frontend_0/rtlc_N4738         3    1.76 
                               watchdog_0/rtlc_N473         2    1.76 
                                   dbg_0/rtlc_N2604         2    1.76 
                               watchdog_0/rtlc_N495         3    1.76 
        execution_unit_0/register_file_0/rtlc_N9219         2    1.76 
        execution_unit_0/register_file_0/rtlc_N9086         2    1.76 
        execution_unit_0/register_file_0/rtlc_N9753         2    1.75 
                  execution_unit_0/alu_0/rtlc_N2538         2    1.75 
        execution_unit_0/register_file_0/rtlc_N9138         2    1.75 
                              frontend_0/rtlc_N3927         2    1.74 
                  execution_unit_0/alu_0/rtlc_N2684         2    1.74 
                                   dbg_0/rtlc_N1690         2    1.74 
                   execution_unit_0/mdb_out_nxt[13]         2    1.74 
        execution_unit_0/register_file_0/rtlc_N8789         2    1.74 
        execution_unit_0/register_file_0/rtlc_N8967         2    1.74 
                                          rtlc_N357         2    1.73 
                    execution_unit_0/mdb_out_nxt[8]         2    1.73 
                   execution_unit_0/mdb_out_nxt[11]         2    1.73 
                                   dbg_0/rtlc_N2875         2    1.72 
                           frontend_0/rtlc_N1251[4]         2    1.72 
        execution_unit_0/register_file_0/rtlc_N9134         3    1.72 
        execution_unit_0/register_file_0/rtlc_N9271         2    1.71 
                          mem_backbone_0/rtlc_N2373         3    1.71 
                  execution_unit_0/alu_0/rtlc_N2494         2    1.71 
                              frontend_0/rtlc_N4888         3    1.71 
                  execution_unit_0/alu_0/rtlc_N2618         2    1.70 
        execution_unit_0/register_file_0/rtlc_N9309         2    1.70 
        execution_unit_0/register_file_0/rtlc_N9280         2    1.70 
                        dbg_0/dbg_uart_0/rtlc_N2048         2    1.70 
                            multiplier_0/rtlc_N2540         2    1.69 
        execution_unit_0/register_file_0/rtlc_N8986         2    1.69 
        execution_unit_0/register_file_0/rtlc_N9456         2    1.69 
        execution_unit_0/register_file_0/rtlc_N8772         2    1.68 
                              frontend_0/rtlc_N4752         3    1.68 
        execution_unit_0/register_file_0/rtlc_N7702         2    1.68 
        execution_unit_0/register_file_0/rtlc_N6519         2    1.68 
        execution_unit_0/register_file_0/rtlc_N6311         2    1.68 
        execution_unit_0/register_file_0/rtlc_N7442         2    1.68 
                      dbg_0/dbg_uart_0/xfer_buf[11]         2    1.68 
                        dbg_0/dbg_uart_0/rtlc_N2066         2    1.67 
                            multiplier_0/rtlc_N2563         3    1.67 
        execution_unit_0/register_file_0/rtlc_N9173         2    1.67 
                  execution_unit_0/alu_0/rtlc_N2545         2    1.67 
                        dbg_0/dbg_uart_0/rtlc_N1875         2    1.67 
                          mem_backbone_0/rtlc_N2413         3    1.67 
